PriceDate,DLPH,AA,SYK,SSYS,CFMS,HPQ,ONVO,MGA,SPR,EIGI,ANSS,XONE,OA,TSLA,HXL,SGYP,CRS,SHLM,AXS,AJRD,ZBH,LMT,ADBE,VGR,AMAT,UTHR,ADSK,DDD
2011-01-03,3652.0,5652.0,1995.0999999999999,33.9694,0,33278.0,0,6439.0,1071.0999999999999,0,166.57299999999998,0,1129.29,36.286000000000001,311.0,0.0,375.60000000000002,495.38300000000004,943.32399999999996,226.30000000000001,1134.7,12761.0,1007.946,136.113,2886.0,163.68899999999999,476.69999999999999,51.594999999999999
2011-01-04,3652.0,5652.0,1995.0999999999999,33.9694,0,33278.0,0,6439.0,1071.0999999999999,0,166.57299999999998,0,1129.29,36.286000000000001,311.0,0.0,375.60000000000002,495.38300000000004,943.32399999999996,226.30000000000001,1134.7,12761.0,1007.946,136.113,2886.0,163.68899999999999,476.69999999999999,51.594999999999999
2011-01-05,3652.0,5652.0,1995.0999999999999,33.9694,0,33278.0,0,6439.0,1071.0999999999999,0,166.57299999999998,0,1129.29,36.286000000000001,311.0,0.0,375.60000000000002,495.38300000000004,943.32399999999996,226.30000000000001,1134.7,12761.0,1007.946,136.113,2886.0,163.68899999999999,476.69999999999999,51.594999999999999
2011-01-06,3652.0,5652.0,1995.0999999999999,33.9694,0,33278.0,0,6439.0,1071.0999999999999,0,166.57299999999998,0,1129.29,36.286000000000001,311.0,0.0,375.60000000000002,495.38300000000004,943.32399999999996,226.30000000000001,1134.7,12761.0,1007.946,136.113,2886.0,163.68899999999999,476.69999999999999,51.594999999999999
2011-01-07,3652.0,5652.0,1995.0999999999999,33.9694,0,33278.0,0,6439.0,1071.0999999999999,0,166.57299999999998,0,1129.29,36.286000000000001,311.0,0.0,375.60000000000002,495.38300000000004,943.32399999999996,226.30000000000001,1134.7,12761.0,1007.946,136.113,2886.0,163.68899999999999,476.69999999999999,51.594999999999999
2011-01-10,3652.0,5652.0,1995.0999999999999,33.9694,0,33278.0,0,6439.0,1071.0999999999999,0,166.57299999999998,0,1129.29,36.286000000000001,311.0,0.0,375.60000000000002,495.38300000000004,943.32399999999996,226.30000000000001,1134.7,12761.0,1007.946,136.113,2886.0,163.68899999999999,476.69999999999999,51.594999999999999
2011-01-11,3652.0,5652.0,1995.0999999999999,33.9694,0,33278.0,0,6439.0,1071.0999999999999,0,166.57299999999998,0,1129.29,36.286000000000001,311.0,0.0,375.60000000000002,495.38300000000004,943.32399999999996,226.30000000000001,1134.7,12761.0,1007.946,136.113,2886.0,163.68899999999999,476.69999999999999,51.594999999999999
2011-01-12,3652.0,5652.0,1995.0999999999999,33.9694,0,33278.0,0,6439.0,1071.0999999999999,0,166.57299999999998,0,1129.29,36.286000000000001,311.0,0.0,375.60000000000002,495.38300000000004,943.32399999999996,226.30000000000001,1134.7,12761.0,1007.946,136.113,2886.0,163.68899999999999,476.69999999999999,51.594999999999999
2011-01-13,3652.0,5652.0,1995.0999999999999,33.9694,0,33278.0,0,6439.0,1071.0999999999999,0,166.57299999999998,0,1129.29,36.286000000000001,311.0,0.0,375.60000000000002,495.38300000000004,943.32399999999996,226.30000000000001,1134.7,12761.0,1007.946,136.113,2886.0,163.68899999999999,476.69999999999999,51.594999999999999
2011-01-14,3652.0,5652.0,1995.0999999999999,33.9694,0,33278.0,0,6439.0,1071.0999999999999,0,166.57299999999998,0,1129.29,36.286000000000001,311.0,0.0,375.60000000000002,495.38300000000004,943.32399999999996,226.30000000000001,1134.7,12761.0,1007.946,136.113,2886.0,163.68899999999999,476.69999999999999,51.594999999999999
2011-01-18,3652.0,5652.0,1995.0999999999999,33.9694,0,33278.0,0,6439.0,1071.0999999999999,0,166.57299999999998,0,1129.29,36.286000000000001,311.0,0.0,375.60000000000002,495.38300000000004,943.32399999999996,226.30000000000001,1134.7,12761.0,1007.946,136.113,2886.0,163.68899999999999,476.69999999999999,51.594999999999999
2011-01-19,3652.0,5652.0,1995.0999999999999,33.9694,0,33278.0,0,6439.0,1071.0999999999999,0,166.57299999999998,0,1129.29,36.286000000000001,311.0,0.0,375.60000000000002,495.38300000000004,943.32399999999996,226.30000000000001,1134.7,12761.0,1007.946,136.113,2886.0,163.68899999999999,476.69999999999999,51.594999999999999
2011-01-20,3652.0,5652.0,1995.0999999999999,33.9694,0,33278.0,0,6439.0,1071.0999999999999,0,166.57299999999998,0,1129.29,36.286000000000001,311.0,0.0,375.60000000000002,495.38300000000004,943.32399999999996,226.30000000000001,1134.7,12761.0,1007.946,136.113,2886.0,163.68899999999999,476.69999999999999,51.594999999999999
2011-01-21,3652.0,5652.0,1995.0999999999999,33.9694,0,33278.0,0,6439.0,1071.0999999999999,0,166.57299999999998,0,1129.29,36.286000000000001,311.0,0.0,375.60000000000002,495.38300000000004,943.32399999999996,226.30000000000001,1134.7,12761.0,1007.946,136.113,2886.0,163.68899999999999,476.69999999999999,51.594999999999999
2011-01-24,3652.0,5652.0,1995.0999999999999,33.9694,0,33278.0,0,6439.0,1071.0999999999999,0,166.57299999999998,0,1129.29,36.286000000000001,311.0,0.0,375.60000000000002,495.38300000000004,943.32399999999996,226.30000000000001,1134.7,12761.0,1007.946,136.113,2886.0,163.68899999999999,476.69999999999999,51.594999999999999
